enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
2-amino-4-ketopentanoate thiolase, beta subunit	Anaerobic_Oxidative_Degradation_of_L-Ornithine	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0.0139470013947001	3	0	0	0	0	0	0	0	0	0	0	0	0
2-aminoethylphosphonate:pyruvate aminotransferase (EC 2.6.1.37)	Phosphonate_metabolism	""	Phosphorus Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
2-cys peroxiredoxin BAS1, chloroplast precursor	Phytosterol_biosynthesis	Secondary Metabolism	Biosynthesis of phenylpropanoids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0331004045605002	9	0.0172443524745646	1	0	0	0.0438981562774363	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	D-galactonate_catabolism	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0	0	0.0185185185185185	2	0	0	0	0	0	0
2-dehydro-3-deoxyglucarate aldolase (EC 4.1.2.20)	Glycerate_metabolism	Carbohydrates	Organic acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00925925925925926	1	0	0	0	0	0	0
2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	Entner-Doudoroff_Pathway	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	0	0	0	0.110864745011087	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00929800092980009	2	0.0141542816702052	1	0	0	0	0	0	0	0	0	0	0
2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	Entner-Doudoroff_Pathway	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0.00521131898483506	1	0.0375214408233276	7	0.0886917960088692	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0628140703517588	3	0.00303444090426339	1	0	0	0.00815261699005381	2	0	0	0	0	0.0346560388147635	2	0.00483418737310258	1	0	0	0	0	0	0	0.00464900046490005	1	0	0	0.0267594327000268	1	0	0	0.027305990934411	5	0.00253549695740365	1	0	0
2-dehydropantoate 2-reductase (EC 1.1.1.169)	CBSS-269801.1.peg.1725	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197384653343203	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-dehydropantoate 2-reductase (EC 1.1.1.169)	Coenzyme_A_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	0	0	0	0	0	0	0.0375214408233276	7	0	0	0	0	0.00531801744309721	1	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0182066454255803	6	0	0	0.0122289254850807	3	0.0179059044719996	4	0	0	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0.0267594327000268	1	0.0185185185185185	2	0	0	0.0050709939148073	2	0	0
2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00735564545788893	2	0	0	0	0	0.117061750073164	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-deoxyglucose-6-phosphate hydrolase YniC	2-phosphoglycolate_salvage	DNA Metabolism	DNA repair	0	0	0.0252111433253498	4	0	0	0.0160806174957118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00676086809546346	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-haloalkanoic acid dehalogenase (EC 3.8.1.2)	CBSS-323850.3.peg.3269	Clustering-based subsystems	Hypothetical in Lysine biosynthetic cluster	0.0093257483913084	2	0	0	0.00521131898483506	1	0.294811320754717	55	0.0110864745011087	1	0	0	0	0	0	0	0	0	0	0	0.0172443524745646	1	0	0	0	0	0	0	0	0	0.0182066454255803	6	0.00921616515367955	2	0.0489157019403228	12	0	0	0.01041305102395	3	0	0	0.00483418737310258	1	0.0592153960029608	12	0.00676086809546346	1	0.00928806947475967	2	0.00929800092980009	2	0.0141542816702052	1	0.0267594327000268	1	0	0	0	0	0.0253549695740365	10	0	0
2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase related protein	Methionine_Salvage	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148038490007402	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	Allantoin_Utilization	""	Nitrogen Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0325082431616589	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	D-galactarate,_D-glucarate_and_D-glycerate_catabolism	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084051271275478	2	0	0	0	0	0.0281056773468241	1	0.0146327187591455	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00483418737310258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	Glycerate_metabolism	Carbohydrates	Organic acids	0	0	0	0	0.0104226379696701	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344887049491292	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0366867764552421	9	0.00895295223599982	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0.00521131898483506	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418760469011725	2	0	0	0.00460808257683978	1	0.0040763084950269	1	0	0	0	0	0	0	0	0	0.00986923266716013	2	0	0	0.00464403473737984	1	0.0139470013947001	3	0	0	0	0	0.00925925925925926	1	0	0	0	0	0	0
2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase (EC 3.7.1.-)	carbazol_degradation_cluster	""	Metabolism of Aromatic Compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126076906913217	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01041305102395	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0152129817444219	6	0.0066613375965894	1
2-hydroxychromene-2-carboxylate isomerase	Naphtalene_and_antracene_degradation	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-hydroxycyclohexanecarboxyl-CoA dehydrogenase (EC 1.1.1.-)	Anaerobic_benzoate_metabolism	Metabolism of Aromatic Compounds	Anaerobic degradation of aromatic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054611981868822	1	0	0	0	0
2-hydroxymuconic semialdehyde hydrolase (EC 3.7.1.9)	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00910332271279017	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-isopropylmalate synthase (EC 2.3.3.13)	Branched-Chain_Amino_Acid_Biosynthesis	Amino Acids and Derivatives	Branched-chain amino acids	0.0093257483913084	2	0.0441195008193622	7	0.0208452759393402	4	0.0268010291595197	5	0.0110864745011087	1	0	0	0.0212720697723889	4	0.0679040289723857	6	0.0042025635637739	1	0.00367782272894447	1	0.0172443524745646	1	0	0	0.0292654375182909	2	0	0	0.0628140703517588	3	0.0303444090426339	10	0.00921616515367955	2	0.0326104679602152	8	0.00895295223599982	2	0.0555362721277334	16	0.10396811644429	6	0.00483418737310258	1	0.0592153960029608	12	0.189304306672977	28	0.00464403473737984	1	0.0325430032543003	7	0.240622788393489	17	0.187316028900187	7	0.0462962962962963	5	0	0	0.050709939148073	20	0	0
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0.0046628741956542	1	0.0252111433253498	4	0.00521131898483506	1	0.0214408233276158	4	0	0	0	0	0.0319081046585833	6	0.0113173381620643	1	0	0	0.00735564545788893	2	0.0862217623728229	5	0	0	0	0	0	0	0	0	0.00606888180852678	2	0	0	0.00815261699005381	2	0	0	0.00347101700798334	1	0.0173280194073817	1	0	0	0.00493461633358006	1	0.0202826042863904	3	0	0	0.00929800092980009	2	0	0	0.0267594327000268	1	0	0	0	0	0.00253549695740365	1	0	0
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0.0110864745011087	1	0	0	0	0	0	0	0	0	0	0	0.0344887049491292	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0.0138840680319334	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050709939148073	2	0	0
2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II (EC 2.5.1.54)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0.0252111433253498	4	0	0	0.0160806174957118	3	0.0110864745011087	1	0	0	0	0	0	0	0.0168102542550956	4	0	0	0	0	0	0	0.0585308750365818	4	0	0	0	0	0	0	0	0	0.0244578509701614	6	0	0	0	0	0.0173280194073817	1	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0.0267594327000268	1	0.0185185185185185	2	0.0054611981868822	1	0.00253549695740365	1	0	0
2-keto-3-deoxy-L-fuconate dehydrogenase	L-fucose_utilization_temp	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-ketocyclohexanecarboxyl-CoA hydrolase (EC 4.1.3.36)	Anaerobic_benzoate_metabolism	Metabolism of Aromatic Compounds	Anaerobic degradation of aromatic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-ketoglutaric semialdehyde dehydrogenase (EC 1.2.1.26)	Xylose_utilization	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-methyl-6-phytyl-1,4-benzoquinone cyclase	Tocopherol_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	0	0	0.0126055716626749	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0837520938023451	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-methylaconitate racemase	2-methylcitrate_to_2-methylaconitate_metabolism_cluster	Carbohydrates	Organic acids	0	0	0	0	0	0	0	0	0.0110864745011087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-methylcitrate dehydratase (EC 4.2.1.79)	Methylcitrate_cycle	Carbohydrates	Organic acids	0	0	0.0315139291566873	5	0.00521131898483506	1	0	0	0.0110864745011087	1	0	0	0	0	0	0	0.0084051271275478	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0242755272341071	8	0	0	0	0	0	0	0	0	0	0	0	0	0.00493461633358006	1	0.0135217361909269	2	0.00928806947475967	2	0.0185960018596002	4	0	0	0	0	0	0	0	0	0.0304259634888438	12	0	0
2-methylcitrate dehydratase FeS dependent (EC 4.2.1.79)	Methylcitrate_cycle	Carbohydrates	Organic acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00367782272894447	1	0.0172443524745646	1	0	0	0	0	0	0	0.376884422110553	18	0.0121377636170536	4	0	0	0	0	0.00447647611799991	1	0	0	0.0346560388147635	2	0	0	0.0197384653343203	4	0.0135217361909269	2	0.0139321042121395	3	0.00929800092980009	2	0	0	0	0	0	0	0.027305990934411	5	0	0	0	0
2-methylcitrate synthase (EC 2.3.3.5)	Methylcitrate_cycle	Carbohydrates	Organic acids	0	0	0	0	0.0104226379696701	2	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0212410863298437	7	0	0	0.0203815424751345	5	0	0	0.00347101700798334	1	0.0346560388147635	2	0	0	0.0542807796693807	11	0	0	0.0371522778990387	8	0.0185960018596002	4	0	0	0.0535188654000535	2	0	0	0	0	0.00253549695740365	1	0	0
2-methylisocitrate dehydratase (EC 4.2.1.99)	Methylcitrate_cycle	Carbohydrates	Organic acids	0.0139886225869626	3	0.00630278583133745	1	0.0104226379696701	2	0.0321612349914237	6	0	0	0	0	0	0	0	0	0	0	0	0	0.0689774098982583	4	0	0	0	0	0	0	0	0	0.0364132908511607	12	0	0	0.0285341594651883	7	0.0179059044719996	4	0.00347101700798334	1	0.121296135851672	7	0	0	0	0	0	0	0.00464403473737984	1	0.00464900046490005	1	0	0	0	0	0	0	0.0163835945606466	3	0.0177484787018256	7	0	0
2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	CBSS-87626.3.peg.3639	""	Clustering-based subsystems	0	0	0	0	0	0	0.0160806174957118	3	0	0	0	0	0.0159540523292916	3	0	0	0.0042025635637739	1	0	0	0	0	0	0	0.0292654375182909	2	0	0	0	0	0.0151722045213169	5	0	0	0.0163052339801076	4	0	0	0	0	0	0	0	0	0.00493461633358006	1	0	0	0.00464403473737984	1	0	0	0	0	0	0	0.0277777777777778	3	0.0109223963737644	2	0	0	0	0
2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-)	CBSS-87626.3.peg.3639	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122289254850807	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	Dehydrogenase_complexes	Carbohydrates	Central carbohydrate metabolism	0.0139886225869626	3	0	0	0.00521131898483506	1	0.0536020583190395	10	0	0	0	0	0.0106360348861944	2	0	0	0.0588358898928346	14	0	0	0	0	0	0	0.0146327187591455	1	0	0	0.0209380234505863	1	0.103170990744955	34	0	0	0.0978314038806457	24	0	0	0	0	0.0173280194073817	1	0.0290051242386155	6	0	0	0.0338043404773173	5	0	0	0.0232450023245002	5	0	0	0	0	0.0185185185185185	2	0	0	0.0380324543610548	15	0.0066613375965894	1
2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2)	TCA_Cycle	Carbohydrates	Central carbohydrate metabolism	0	0	0	0	0	0	0	0	0.210643015521064	19	0	0	0	0	0.0113173381620643	1	0	0	0	0	0.0517330574236937	3	0	0	0	0	0	0	0	0	0	0	0.0184323303073591	4	0	0	0.0223823805899996	5	0.01041305102395	3	0	0	0	0	0.103626943005181	21	0	0	0.0882366600102169	19	0	0	0	0	0	0	0	0	0.0163835945606466	3	0	0	0	0
2-oxoglutarate/malate translocator	Photorespiration_(oxidative_C2_cycle)	Carbohydrates	CO2 fixation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113173381620643	1	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0.0418760469011725	2	0	0	0	0	0	0	0	0	0.01041305102395	3	0.0173280194073817	1	0.00483418737310258	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218447927475288	4	0	0	0	0
2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0.0093257483913084	2	0	0	0	0	0.00536020583190395	1	0	0	0	0	0.00531801744309721	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01041305102395	3	0	0	0	0	0	0	0	0	0.00464403473737984	1	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	Menaquinone_and_Phylloquinone_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464403473737984	1	0	0	0	0	0.0267594327000268	1	0	0	0	0	0	0	0	0
2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)	Menaquinone_and_Phylloquinone_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21 kDa hemolysin precursor	CBSS-160492.1.peg.550	""	Clustering-based subsystems	0	0	0	0	0.0104226379696701	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138242477305193	3	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
23S rRNA (guanosine-2'-O-) -methyltransferase rlmB (EC 2.1.1.-)	rRNA_modification_Bacteria	RNA Metabolism	RNA processing and modification	0	0	0	0	0	0	0.0107204116638079	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146327187591455	1	0	0	0	0	0.00303444090426339	1	0	0	0.00815261699005381	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	Inorganic_Sulfur_Assimilation	Sulfur Metabolism	Inorganic sulfur assimilation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0.0172443524745646	1	0	0	0.0146327187591455	1	0	0	0	0	0.00303444090426339	1	0.00921616515367955	2	0	0	0	0	0.00694203401596668	2	0	0	0	0	0.00493461633358006	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177484787018256	7	0	0
3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)	CBSS-342610.3.peg.1794	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)	cAMP_signaling_in_bacteria	""	Regulation and Cell signaling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0452693526482571	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0	0	0.0040763084950269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-phosphoadenosine 5'-phosphosulfate sulfurtransferase DndC	DNA_phosphorothioation	""	DNA Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347101700798334	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-to-5' exoribonuclease RNase R	RNA_processing_and_degradation,_bacterial	RNA Metabolism	RNA processing and modification	0	0	0.0189083574940124	3	0.0104226379696701	2	0.0643224699828473	12	0.0776053215077605	7	0.029708853238265	1	0.0372261221016805	7	0.1584427342689	14	0.0126076906913217	3	0.00367782272894447	1	0.0517330574236937	3	0	0	0.0146327187591455	1	0	0	0	0	0.0242755272341071	8	0.0322565780378784	7	0.0448393934452959	11	0.00447647611799991	1	0.00347101700798334	1	0	0	0	0	0.0542807796693807	11	0	0	0.0185761389495193	4	0	0	0	0	0.0267594327000268	1	0.0277777777777778	3	0	0	0.0329614604462475	13	0.0133226751931788	2
3'-to-5' oligoribonuclease (orn)	RNA_processing_and_degradation,_bacterial	RNA Metabolism	RNA processing and modification	0	0	0	0	0	0	0.0321612349914237	6	0.0110864745011087	1	0	0	0	0	0	0	0	0	0.00735564545788893	2	0	0	0	0	0	0	0	0	0	0	0.00303444090426339	1	0.00460808257683978	1	0.0163052339801076	4	0	0	0.01041305102395	3	0	0	0	0	0	0	0	0	0.00464403473737984	1	0.00464900046490005	1	0	0	0	0	0	0	0	0	0.00253549695740365	1	0	0
3,4-dihydroxy-2-butanone 4-phosphate synthase	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113173381620643	1	0.0042025635637739	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0203815424751345	5	0.00447647611799991	1	0.00694203401596668	2	0	0	0	0	0	0	0	0	0	0	0.00464900046490005	1	0	0	0	0	0	0	0	0	0	0	0	0
3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)	4-Hydroxyphenylacetic_acid_catabolic_pathway	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0	0	0.0160806174957118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00925925925925926	1	0	0	0	0	0	0
