enzyme	SEED_subsystem	SEED_subsystem_functional_category	description	SRR29355722	SRR29355723	SRR29355724	SRR29355725	SRR29355726	SRR29355727	SRR29355728	SRR29355729	SRR29355730	SRR29355731	SRR29355732	SRR29355733	SRR29355734	SRR29355735	SRR29355736	SRR29355737	SRR29355738	SRR29355739	SRR29355740	SRR29355741	SRR29355742	SRR29355743	SRR29355744	SRR29355745	SRR29355746	SRR29355747	SRR29355748	SRR29355749	SRR29355750	SRR29355751	SRR29355752	SRR29355753
3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)	CBSS-342610.3.peg.1794	""	Clustering-based subsystems	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)	cAMP_signaling_in_bacteria	""	Regulation and Cell signaling	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3'-phosphoadenosine 5'-phosphosulfate sulfurtransferase DndC	DNA_phosphorothioation	""	DNA Metabolism	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3'-to-5' exoribonuclease RNase R	RNA_processing_and_degradation,_bacterial	RNA Metabolism	RNA processing and modification	0	3	2	12	7	1	7	14	3	1	3	0	1	0	0	8	7	11	1	1	0	0	11	0	4	0	0	1	3	0	13	2
3'-to-5' oligoribonuclease (orn)	RNA_processing_and_degradation,_bacterial	RNA Metabolism	RNA processing and modification	0	0	0	6	1	0	0	0	0	2	0	0	0	0	0	1	1	4	0	3	0	0	0	0	1	1	0	0	0	0	1	0
3,4-dihydroxy-2-butanone 4-phosphate synthase	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	1	2	0	0	0	0	0	1	0	0	0	0	0	0
3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15)	4-Hydroxyphenylacetic_acid_catabolic_pathway	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
3,7-dideoxy-D-threo-hepto-2, 6-diulosonate synthase (EC 4.2.3.-)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
3-dehydro-L-gulonate 2-dehydrogenase (EC 1.1.1.130)	L-ascorbate_utilization_(and_related_gene_clusters)	Carbohydrates	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
3-dehydroquinate dehydratase I (EC 4.2.1.10)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-dehydroquinate dehydratase II (EC 4.2.1.10)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	3	0	0	1	0	0	0	1	0	1	0	0	0	0	3	0	0	0	3	0	0	1	0	0	1	0	0	0	1	1	0
3-dehydroquinate synthase (EC 4.2.3.4)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	1	2	5	2	0	0	1	0	0	0	0	0	0	7	3	8	2	1	0	0	3	0	7	0	0	0	0	2	5	0
3-demethylubiquinone-9 3-methyltransferase (EC 2.1.1.64)	Ubiquinone_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	2	0	0	0	1	0	1	1	0	0	0	0	0	2	0
3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)	KDO2-Lipid_A_biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)	KDO2-Lipid_A_biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	3	0	4	0	1	0	0	0	0	0	0	0	1	0	3	1	0
3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)	KDO2-Lipid_A_biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components	0	0	0	2	3	0	6	0	1	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	4	0	0	0	0	0	0
3-hydroxy-3isohexenylglutaryl-CoA:acetate lyase	Acyclic_terpenes_utilization	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	Acetyl-CoA_fermentation_to_Butyrate	Carbohydrates	Fermentation	1	0	2	5	7	0	6	13	4	1	0	1	1	0	0	10	1	3	2	6	0	3	6	1	2	1	0	0	0	0	17	3
3-hydroxyacyl-CoA dehydrogenase PaaC (EC 1.1.1.-)	Phenylacetyl-CoA_catabolic_pathway_(core)	""	Metabolism of Aromatic Compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
3-hydroxyacyl-CoA dehydrogenase [isoleucine degradation] (EC 1.1.1.35)	Isobutyryl-CoA_to_Propionyl-CoA_Module	Carbohydrates	Organic acids	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6)	NAD_and_NADP_cofactor_biosynthesis_global	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0
3-hydroxybutyryl-CoA dehydratase (EC 4.2.1.55)	Acetyl-CoA_fermentation_to_Butyrate	Carbohydrates	Fermentation	0	0	0	0	1	0	2	0	2	4	0	0	0	0	0	2	0	5	1	1	0	1	0	0	3	3	0	0	0	0	1	0
3-hydroxybutyryl-CoA dehydrogenase (EC 1.1.1.157)	Acetyl-CoA_fermentation_to_Butyrate	Carbohydrates	Fermentation	0	1	0	7	0	0	13	0	6	2	3	2	2	0	0	5	2	12	6	4	0	1	3	0	2	6	0	1	1	2	6	1
3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	Acetyl-CoA_fermentation_to_Butyrate	Carbohydrates	Fermentation	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.60)	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.60)	Fatty_Acid_Biosynthesis_FASII	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	0	0	3	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	2	0	0	0	0	0	0
3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31)	Branched_chain_amino_acid_degradation_regulons	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
3-hydroxyisobutyrate dehydrogenase (EC 1.1.1.31)	Valine_degradation	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	5	0	0	1	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	0	0	0	0	0	0
3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)	Valine_degradation	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	0	2	0	4	0	2	0	0	0	5	0	1	4	0	1	1	1	0	0	6	0	4	0	0	0	0	0	0	0
3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)	Branched-Chain_Amino_Acid_Biosynthesis	Amino Acids and Derivatives	Branched-chain amino acids	0	10	0	6	2	0	10	5	1	4	2	1	2	3	18	4	0	7	0	49	1	1	2	1	0	4	1	0	0	2	6	2
3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	Branched-Chain_Amino_Acid_Biosynthesis	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	0	0	2	0	5	1	2	0	0	0	0	0	4	1	5	1	6	1	1	0	2	0	2	4	2	1	0	2	2
3-isopropylmalate dehydrogenase (EC 1.1.1.85)	Branched-Chain_Amino_Acid_Biosynthesis	Amino Acids and Derivatives	Branched-chain amino acids	1	5	6	0	12	0	3	7	1	1	4	1	0	0	4	5	2	3	3	3	0	0	0	2	2	0	1	0	1	0	2	3
3-keto-5-aminohexanoate cleavage enzyme	Lysine_fermentation	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
3-ketoacyl-CoA thiolase (EC 2.3.1.16)	Biotin_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
3-ketoacyl-CoA thiolase (EC 2.3.1.16)	Fatty_acid_degradation_regulons	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3-ketoacyl-CoA thiolase (EC 2.3.1.16)	Isoleucine_degradation	Amino Acids and Derivatives	Branched-chain amino acids	0	51	0	0	8	0	0	0	1	0	0	0	2	0	0	7	1	8	1	0	0	0	7	0	0	2	0	0	0	0	2	0
3-ketoacyl-CoA thiolase [isoleucine degradation] (EC 2.3.1.16)	Isoleucine_degradation	Amino Acids and Derivatives	Branched-chain amino acids	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	Coenzyme_A_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Coenzyme A	0	3	0	1	2	0	0	0	5	0	0	0	1	0	0	4	3	11	2	1	1	0	1	2	1	0	1	0	1	0	1	0
3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	Dimethylsulfoniopropionate_(DMSP)_mineralization	""	Sulfur Metabolism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-oxoacyl-[ACP] reductase (EC 1.1.1.100)	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-oxoacyl-[ACP] synthase (EC 2.3.1.41) FabV like	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0
3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	Fatty_Acid_Biosynthesis_FASII	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	3	14	0	22	8	2	12	3	13	6	9	0	1	1	1	28	4	33	0	12	2	3	9	3	25	14	4	2	8	1	23	2
3-oxoacyl-[acyl-carrier protein] reductase paralog (EC 1.1.1.100) in cluster with unspecified monosaccharide transporter	CBSS-257314.1.peg.676	Clustering-based subsystems	Two related proteases	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-oxoacyl-[acyl-carrier protein] reductase paralog (EC 1.1.1.100) in cluster with unspecified monosaccharide transporter	Unspecified_monosaccharide_transport_cluster	Clustering-based subsystems	Monosaccharides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)	Fatty_Acid_Biosynthesis_FASII	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	10	0	4	1	0	3	0	8	3	0	0	0	0	0	1	1	4	1	6	5	0	4	1	0	3	0	0	0	1	7	0
3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	Fatty_Acid_Biosynthesis_FASII	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	1	7	4	47	35	1	4	3	11	2	5	3	16	0	9	31	9	12	4	15	2	3	5	5	20	10	6	0	1	4	19	4
3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)	Fatty_Acid_Biosynthesis_FASII	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	2	0	6	21	5	2	0	19	8	1	0	1	0	0	1	12	5	15	4	7	4	1	3	1	14	1	0	1	0	1	10	0
3-oxoacyl-coenzyme A reductase of elongase (EC 1.1.1.62)	Fatty_Acid_Biosynthesis_FASI	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2
3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)	Catechol_branch_of_beta-ketoadipate_pathway	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6)	Chloroaromatic_degradation_pathway	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6)	Catechol_branch_of_beta-ketoadipate_pathway	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0
3-polyprenyl-4-hydroxybenzoate carboxy-lyase (EC 4.1.1.-)	Ubiquinone_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	0	7	0	4	0	1	5	0	1	0	0	2	0	0	0	3	0	5	0	4	0	1	0	1	1	1	0	0	0	1	1	0
3-polyprenyl-4-hydroxybenzoate carboxy-lyase UbiX (EC 4.1.1.-)	Ubiquinone_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	1	0	0	1	0	0	0	1
4'-phosphopantetheinyl transferase of FASI (EC 2.7.8.7)	Fatty_Acid_Biosynthesis_FASI	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Glycogen_metabolism	Carbohydrates	Polysaccharides	3	7	0	16	9	2	5	19	2	12	1	0	0	0	0	2	6	5	3	1	3	0	5	2	0	1	0	0	0	3	2	1
4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) acetyltrasferase	N-linked_Glycosylation_in_Bacteria	Protein Metabolism	Protein processing and modification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	Protocatechuate_branch_of_beta-ketoadipate_pathway	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	2	0	0
4-coumarate--CoA ligase 1 (EC 6.2.1.12)	Flavanone_biosynthesis	Secondary Metabolism	Biosynthesis of phenylpropanoids	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)	D-Galacturonate_and_D-Glucuronate_Utilization	Carbohydrates	Monosaccharides	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	A_Gammaproteobacteria_Cluster_Relating_to_Translation	Clustering-based subsystems	Ribosome-related cluster	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	Isoprenoid_Biosynthesis	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	0	0	0	0	2	1
4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	Biphenyl_Degradation	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	Cinnamic_Acid_Degradation	Secondary Metabolism	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4-hydroxy-2-oxovalerate aldolase (EC 4.1.3.-)	carbazol_degradation_cluster	""	Metabolism of Aromatic Compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	Isoprenoid_Biosynthesis	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	5	1	4	0	1	1	0	0	0	0	0	1	1	1	2	0	0
4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.-)	Ubiquinone_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Quinone cofactors	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	3	0	0	0	1	1	0	0	0	0	2	0	0	3	1
4-hydroxybenzoate transporter	Salicylate_and_gentisate_catabolism	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
4-hydroxybenzoyl-CoA thioesterase family active site	Ton_and_Tol_transport_systems	""	Membrane Transport	0	0	0	3	0	1	0	2	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	1	1	0	0	0	0	0	2	0
4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Aromatic_amino_acid_degradation	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	5	1	11	0	2	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0
4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	Pterin_metabolism_3	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	0	0	0	0	12	0	0	2	16	24	0	0	0	0	0	8	1	13	6	5	0	0	15	1	48	6	0	0	7	0	0	1
4-hydroxyproline epimerase (EC 5.1.1.8)	Proline,_4-hydroxyproline_uptake_and_utilization	Amino Acids and Derivatives	Proline and 4-hydroxyproline	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)	Pyridoxin_(Vitamin_B6)_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Pyridoxine	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	2	1	1	0	4	0	0	0	1	1	0	0	0	0	0	1	0
4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	N-linked_Glycosylation_in_Bacteria	Protein Metabolism	Protein processing and modification	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	9	1	0	0	0	1	1	1	0	0	0	0	0	5	0
4-oxalocrotonate decarboxylase (EC 4.1.1.77)	Benzoate_transport_and_degradation_cluster	""	Metabolism of Aromatic Compounds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4-oxalocrotonate tautomerase (EC 5.3.2.-)	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
4Fe-4S ferredoxin, iron-sulfur binding	Inorganic_Sulfur_Assimilation	Sulfur Metabolism	Inorganic sulfur assimilation	0	0	1	10	2	0	6	1	7	6	0	0	2	0	0	9	1	7	0	13	1	4	0	1	5	2	0	0	1	0	6	1
4Fe-4S ferredoxin, nitrogenase-associated	Nitrogen_fixation	""	Nitrogen Metabolism	0	0	1	3	0	0	2	0	1	0	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5'-methylthioadenosine phosphorylase (EC 2.4.2.28)	Methionine_Salvage	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase related protein VF1653	Adenosyl_nucleosidases	""	Nucleosides and Nucleotides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5'-nucleotidase (EC 3.1.3.5)	Purine_conversions	Nucleosides and Nucleotides	Purines	0	20	0	3	25	0	1	0	3	7	6	0	6	0	1	8	2	5	0	1	1	2	3	3	3	0	8	1	0	0	2	0
5'-nucleotidase YjjG (EC 3.1.3.5)	Housecleaning_nucleoside_triphosphate_pyrophosphatases	Nucleosides and Nucleotides	Detoxification	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0
5'-nucleotidase family protein in cluster with NagD-like phosphatase	Purine_conversions	Nucleosides and Nucleotides	Purines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	5-FCL-like_protein	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	Methionine_Biosynthesis	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	3
5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	Serine-glyoxylate_cycle	Carbohydrates	One-carbon Metabolism	1	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	5	0	0	4	0	0	0	0	0	0	7	0	0
5,6-dimethylbenzimidazole synthase, flavin destructase family	Coenzyme_B12_biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	2	4	0	19	0	3	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	1	14	0	0	0	0	0	1	1
5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	Riboflavin,_FMN_and_FAD_metabolism	Cofactors, Vitamins, Prosthetic Groups, Pigments	Riboflavin, FMN, FAD	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
5-aminolevulinate synthase (EC 2.3.1.37)	Heme_and_Siroheme_Biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	Aromatic_amino_acid_degradation	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)	4-Hydroxyphenylacetic_acid_catabolic_pathway	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)	Aromatic_amino_acid_degradation	Amino Acids and Derivatives	Aromatic amino acids and derivatives	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (EC 1.2.1.60)	Central_meta-cleavage_pathway_of_aromatic_compound_degradation	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
